Account,Sales_Agent,Deal_Stage,Product,Created_On
Sterling Cooper,Zane Levy,Won,GTXPlusPro,7/19/2017
Wonka Industries,James Ascencio,Won,MGRPFS,9/9/2017
,Vicki Laflamme,In_Progress,GTXBasic,2/22/2017
Inity,Wilburn Farren,In_Progress,GTXPlusBasic,10/11/2017
Cheers,Rosalina Dieter,Won,MGRPFS,1/16/2017
Dalttechnology,Kami Bicknell,Lost,GTXPro,5/11/2017
,Daniell Hammack,In_Progress,GTXPlusPro,5/8/2017
Plussunin,Kami Bicknell,Won,GTXPlusBasic,8/5/2017
Doncon,Kami Bicknell,Won,GTXBasic,9/27/2017
Donquadtech,Markita Hansen,Won,GTXPro,10/15/2017
,Daniell Hammack,In_Progress,GTXPlusBasic,7/9/2017
,Darcel Schlecht,In_Progress,GTXPro,12/9/2017
,Moses Frase,Lost,GTXPlusBasic,8/18/2017
Zencorporation,Marty Freudenburg,Won,GTXBasic,6/25/2017
Dontechi,Moses Frase,In_Progress,MGRPFS,8/21/2017
Stark Industries,Vicki Laflamme,In_Progress,MGRPFU,9/29/2017
Globex Corporation,Daniell Hammack,Won,GTXPro,7/10/2017
Inity,Anna Snelling,Won,GTXPlusPro,10/3/2017
,Donn Cantrell,In_Progress,GTXBasic,8/13/2017
Scotfind,Niesha Huffines,Won,GTXPro,11/22/2017
,Maureen Marcano,Lost,GTXPlusBasic,5/19/2017
,Darcel Schlecht,In_Progress,GTXPro,8/12/2017
Massive Dynamic,Violet Mclelland,Won,MGRPFS,7/29/2017
Zencorporation,Daniell Hammack,In_Progress,GTXBasic,1/9/2017
Toughzap,Zane Levy,Won,GTXBasic,7/22/2017
,Hayden Neloms,In_Progress,MGRPFU,6/23/2017
Konex,Violet Mclelland,Won,GTXBasic,5/1/2017
Wayne Enterprises,Zane Levy,Lost,MGRPFS,3/20/2017
,Darcel Schlecht,Lost,GTXBasic,5/12/2017
Rundofase,Markita Hansen,Won,GTXPlusBasic,4/15/2017
Y-corporation,Violet Mclelland,Won,GTXBasic,2/13/2017
Sumace,Darcel Schlecht,Won,GTXBasic,10/9/2017
Ganjaflex,Cecily Lampkin,Won,MGRPFU,3/22/2017
Newex,Kami Bicknell,Won,GTXPro,6/11/2017
,Darcel Schlecht,In_Progress,GTXBasic,12/29/2017
Initech,Marty Freudenburg,Won,GTXPlusBasic,6/12/2017
,Niesha Huffines,In_Progress,GTXPlusBasic,11/15/2017
Scotfind,Cecily Lampkin,Won,MGRPFU,6/1/2017
,Boris Faz,Lost,GTXPlusPro,2/17/2017
,Donn Cantrell,Lost,MGRPFS,1/28/2017
Zathunicon,Rosalina Dieter,In_Progress,GTXPlusPro,1/10/2017
,Marty Freudenburg,Lost,GTXBasic,4/14/2017
Labdrill,Niesha Huffines,Won,GTXPlusBasic,8/19/2017
Xx-zobam,Daniell Hammack,In_Progress,GTXPro,4/17/2017
,Corliss Cosme,In_Progress,GTXBasic,9/22/2017
Ollivander's Wand Shop,Darcel Schlecht,Won,GTXPlusBasic,9/11/2017
Green-Plus,Moses Frase,Won,MGRPFU,6/10/2017
Silis,Kami Bicknell,Won,GTXPro,12/13/2017
Toughzap,Kami Bicknell,Won,GTXPro,4/29/2017
Stanredtax,Rosalina Dieter,Won,MGRPFS,8/9/2017
,Wilburn Farren,Lost,GTXPlusPro,11/5/2017
,Jonathan Berthelot,In_Progress,GTXPlusPro,5/11/2017
Faxquote,Niesha Huffines,Lost,GTXBasic,11/20/2017
Sunnamplex,Violet Mclelland,Won,GTXPlusBasic,2/26/2017
,Jonathan Berthelot,In_Progress,GTXBasic,8/7/2017
,Donn Cantrell,Lost,GTXPlusPro,3/22/2017
Cheers,Zane Levy,Won,GTXPlusPro,7/12/2017
,Kami Bicknell,In_Progress,GTXBasic,11/28/2017
Donware,Kary Hendrixson,Won,GTXBasic,7/27/2017
Labdrill,Versie Hillebrand,Won,GTXPlusBasic,9/29/2017
,Kami Bicknell,Lost,GTXPlusBasic,8/4/2017
Vehement Capital Partners,Zane Levy,Won,GTXBasic,7/27/2017
,Maureen Marcano,Lost,GTXPlusBasic,7/27/2017
Ontomedia,Markita Hansen,In_Progress,GTXBasic,8/8/2017
Zencorporation,Marty Freudenburg,Won,MGRPFS,10/3/2017
Kinnamplus,Darcel Schlecht,Lost,GTXPro,3/24/2017
Massive Dynamic,Jonathan Berthelot,In_Progress,GTXPlusBasic,12/26/2017
Rantouch,Gladys Colclough,In_Progress,GTXPro,3/5/2017
,Maureen Marcano,Lost,MGRPFS,5/23/2017
Ontomedia,Violet Mclelland,Won,MGRPFU,5/4/2017
,Cassey Cress,In_Progress,GTXPro,9/7/2017
Isdom,Zane Levy,Won,GTXPlusPro,10/16/2017
Inity,Darcel Schlecht,Won,GTXPro,5/20/2017
Doncon,Hayden Neloms,Won,MGRPFU,8/18/2017
Labdrill,Darcel Schlecht,Won,GTXBasic,8/3/2017
,Gladys Colclough,In_Progress,GTXPlusBasic,3/23/2017
,Jonathan Berthelot,In_Progress,GTXBasic,12/9/2017
,Darcel Schlecht,Lost,GTXPro,9/2/2017
Hatfan,Markita Hansen,Won,MGRPFU,1/12/2017
,Corliss Cosme,Lost,MGRPFU,8/5/2017
Ganjaflex,Anna Snelling,Won,GTXPlusBasic,3/24/2017
Ontomedia,Reed Clapper,Lost,GTXPro,4/23/2017
Rundofase,Markita Hansen,Won,GTXPlusPro,9/30/2017
Xx-holding,Hayden Neloms,Won,GTXPlusBasic,5/26/2017
,Hayden Neloms,In_Progress,GTXPlusBasic,12/7/2017
Lexiqvolax,Jonathan Berthelot,Won,MGRPFS,5/10/2017
,Marty Freudenburg,In_Progress,GTXBasic,11/14/2017
Lexiqvolax,Darcel Schlecht,Won,GTXBasic,7/22/2017
Scottech,Daniell Hammack,Lost,GTXPro,11/5/2017
Bioplex,Jonathan Berthelot,Lost,GTXPlusBasic,5/9/2017
,Zane Levy,In_Progress,GTXBasic,12/20/2017
Groovestreet,Darcel Schlecht,Won,MGRPFS,3/19/2017
Soylent Corp,Gladys Colclough,Won,MGRPFS,5/22/2017
Zumgoity,Cassey Cress,Lost,GTXBasic,3/5/2017
,Daniell Hammack,In_Progress,GTXBasic,9/9/2017
Wayne Enterprises,Zane Levy,Won,MGRPFU,7/8/2017
Massive Dynamic,Daniell Hammack,Won,GTXBasic,2/22/2017
,Markita Hansen,In_Progress,GTXPlusPro,11/26/2017
,Kary Hendrixson,In_Progress,GTXPlusBasic,12/31/2017
Warephase,Reed Clapper,Won,GTXPlusBasic,8/18/2017
Sonron,Violet Mclelland,In_Progress,MGRPFS,7/24/2017
Funholding,Cassey Cress,Won,MGRPFU,3/21/2017
Cancity,Maureen Marcano,Won,MGRPFS,8/2/2017
,Gladys Colclough,In_Progress,MGRPFS,10/5/2017
Ron-tech,Donn Cantrell,Lost,GTXPlusBasic,10/4/2017
,Anna Snelling,In_Progress,GTXPlusPro,7/1/2017
,Marty Freudenburg,In_Progress,GTXPro,6/6/2017
Sumace,Niesha Huffines,Won,GTXPlusBasic,5/8/2017
,Daniell Hammack,Lost,MGRPFU,7/16/2017
,Maureen Marcano,In_Progress,GTXPlusPro,10/26/2017
,Cassey Cress,In_Progress,GTXBasic,8/16/2017
Stanredtax,Reed Clapper,Won,GTXBasic,8/10/2017
Nam-zim,Jonathan Berthelot,Won,MGRPFS,1/24/2017
Duff Beer,Darcel Schlecht,Won,GTXBasic,8/22/2017
,Vicki Laflamme,Lost,MGRPFU,6/28/2017
The New York Inquirer,Donn Cantrell,Lost,GTXPro,9/18/2017
,Reed Clapper,Lost,GTXPro,1/31/2017
Hatfan,Kami Bicknell,Won,MGRPFS,4/10/2017
Newex,Vicki Laflamme,Won,MGRPFS,9/8/2017
Konex,Cassey Cress,Won,GTXPro,1/1/2017
,Garret Kinder,Lost,GTXPlusBasic,5/10/2017
,Niesha Huffines,In_Progress,MGRPFS,4/13/2017
Groovestreet,Boris Faz,In_Progress,GTXPro,9/15/2017
Kan-code,Niesha Huffines,Won,GTXBasic,7/27/2017
Zotware,Kami Bicknell,Won,GTXBasic,5/16/2017
,Daniell Hammack,Lost,GTXPro,9/21/2017
Soylent Corp,Niesha Huffines,Lost,GTXPlusPro,5/8/2017
Genco Pura Olive Oil Company,Violet Mclelland,In_Progress,GTXBasic,4/2/2017
Ontomedia,Violet Mclelland,Won,MGRPFS,5/10/2017
Groovestreet,Niesha Huffines,Won,GTXPlusBasic,7/31/2017
Domzoom,Gladys Colclough,Won,GTXBasic,1/6/2017
Iselectrics,Kami Bicknell,Won,GTXPlusBasic,7/20/2017
Kinnamplus,Niesha Huffines,Won,GTXPlusBasic,2/19/2017
,Gladys Colclough,Lost,GTXPlusBasic,7/21/2017
Labdrill,Moses Frase,In_Progress,GTXPlusBasic,8/30/2017
Wonka Industries,Zane Levy,Won,GTXPlusBasic,7/8/2017
Zoomit,Niesha Huffines,Won,MGRPFS,7/20/2017
Iselectrics,Vicki Laflamme,Won,GTXPlusPro,8/29/2017
J-Texon,Garret Kinder,Lost,GTXPlusPro,7/31/2017
Treequote,Rosalina Dieter,Won,GTXPlusBasic,6/15/2017
Dontechi,Darcel Schlecht,Won,GTXBasic,8/8/2017
,Wilburn Farren,Lost,MGRPFU,2/24/2017
Betasoloin,Rosie Papadopoulos,Won,GTXPlusPro,6/27/2017
,Jonathan Berthelot,In_Progress,GTXBasic,4/9/2017
Dalttechnology,Vicki Laflamme,Won,MGRPFU,12/6/2017
,Darcel Schlecht,In_Progress,GTXPro,7/21/2017
Treequote,Rosalina Dieter,Won,MGRPFS,8/21/2017
Cancity,Maureen Marcano,Won,GTXPlusPro,8/13/2017
,Corliss Cosme,Lost,GTXPlusBasic,7/28/2017
Singletechno,Rosalina Dieter,In_Progress,MGRPFS,12/26/2017
Scotfind,Cecily Lampkin,Won,MGRPFU,4/25/2017
,Daniell Hammack,Lost,GTXPlusPro,5/4/2017
,Kami Bicknell,Lost,GTXBasic,8/30/2017
Stanredtax,Vicki Laflamme,Lost,MGRPFS,5/22/2017
,Kary Hendrixson,Lost,GTXPlusPro,8/31/2017
,Maureen Marcano,In_Progress,MGRPFU,12/15/2017
Rantouch,Corliss Cosme,Won,GTXPlusBasic,7/22/2017
,Zane Levy,Lost,GTXPlusBasic,5/15/2017
Stanredtax,Violet Mclelland,Lost,MGRPFS,10/11/2017
Finhigh,Darcel Schlecht,Won,MGRPFU,8/2/2017
Bioholding,Gladys Colclough,Won,GTXPlusBasic,2/18/2017
,Darcel Schlecht,In_Progress,GTXPlusBasic,11/10/2017
Newex,Boris Faz,Won,GTXPlusBasic,7/22/2017
,Jonathan Berthelot,In_Progress,MGRPFS,10/6/2017
,Daniell Hammack,In_Progress,GTXBasic,8/20/2017
,Donn Cantrell,Lost,GTXPro,10/3/2017
,Corliss Cosme,Lost,GTXBasic,11/29/2017
Streethex,Niesha Huffines,Lost,GTXPlusBasic,2/25/2017
Ollivander's Wand Shop,Niesha Huffines,Won,GTXPlusBasic,8/9/2017
Newex,Kami Bicknell,Lost,MGRPFS,4/13/2017
,Elease Gluck,Lost,MGRPFS,4/27/2017
Ganjaflex,Niesha Huffines,In_Progress,GTXBasic,12/5/2017
,Anna Snelling,In_Progress,GTXPlusPro,12/9/2017
,Darcel Schlecht,Lost,MGRPFU,5/28/2017
Wayne Enterprises,James Ascencio,Won,GTXPlusPro,8/9/2017
Toughzap,Elease Gluck,Lost,GTXBasic,8/11/2017
,Rosalina Dieter,In_Progress,MGRPFS,6/22/2017
,Vicki Laflamme,In_Progress,GTXBasic,10/18/2017
,Reed Clapper,In_Progress,GTXPlusBasic,10/27/2017
,James Ascencio,In_Progress,GTXPlusPro,12/18/2017
Zoomit,Moses Frase,Won,GTXPlusBasic,4/5/2017
,Kami Bicknell,Lost,GTXBasic,2/11/2017
Wonka Industries,Zane Levy,Won,GTXBasic,8/3/2017
Ollivander's Wand Shop,Gladys Colclough,Won,MGRPFS,9/18/2017
,Donn Cantrell,Lost,MGRPFU,10/31/2017
,Vicki Laflamme,In_Progress,MGRPFS,7/21/2017
,Kary Hendrixson,In_Progress,GTXBasic,3/30/2017
Sumace,Marty Freudenburg,Won,GTXPro,7/29/2017
,Darcel Schlecht,Lost,MGRPFS,6/27/2017
Gekko & Co,Donn Cantrell,Won,GTXPro,4/4/2017
Betasoloin,Daniell Hammack,Won,GTXBasic,8/19/2017
Sterling Cooper,Elease Gluck,In_Progress,MGRPFU,12/31/2017
Betatech,Daniell Hammack,Lost,GTXPro,4/5/2017
,Donn Cantrell,In_Progress,GTXPro,12/18/2016
Initech,Lajuana Vencill,Won,GTXPro,4/16/2017
Dalttechnology,Boris Faz,Won,GTXPlusBasic,4/8/2017
Gekko & Co,Corliss Cosme,Won,GTXBasic,8/18/2017
Green-Plus,Gladys Colclough,Lost,GTXPlusBasic,3/4/2017
Goodsilron,Darcel Schlecht,Won,GTXBasic,10/7/2017
Cheers,Kary Hendrixson,Lost,GTXBasic,2/10/2017
Yearin,Daniell Hammack,Won,GTXPlusPro,7/26/2017
Sonron,Hayden Neloms,Won,GTXPlusBasic,9/21/2017
,Kary Hendrixson,In_Progress,GTXPlusBasic,9/12/2017
Y-corporation,Garret Kinder,Won,MGRPFU,6/16/2017
Silis,Zane Levy,Won,GTXPlusBasic,3/26/2017
Newex,Kami Bicknell,Lost,GTXBasic,5/22/2017
Conecom,Boris Faz,Won,GTXPlusPro,8/6/2017
,Wilburn Farren,In_Progress,GTXPlusPro,8/28/2017
Bioplex,Moses Frase,Won,GTXPlusBasic,6/17/2017
Ganjaflex,Jonathan Berthelot,Won,GTXBasic,9/28/2017
Silis,Anna Snelling,Won,GTXPlusBasic,4/7/2017
Dontechi,Vicki Laflamme,In_Progress,MGRPFU,8/13/2017
Xx-zobam,Jonathan Berthelot,Won,GTXBasic,9/7/2017
Plusstrip,Vicki Laflamme,Won,GTXPlusPro,12/6/2017
Nam-zim,Cecily Lampkin,Won,MGRPFU,4/30/2017
Iselectrics,Kami Bicknell,Won,MGRPFS,3/19/2017
Initech,Lajuana Vencill,Won,MGRPFU,9/11/2017
,Markita Hansen,Lost,MGRPFS,7/23/2017
Kan-code,Lajuana Vencill,Won,GTXPlusBasic,8/20/2017
Cheers,Vicki Laflamme,Won,MGRPFU,3/8/2017
Massive Dynamic,Violet Mclelland,Won,MGRPFS,8/16/2017
,Jonathan Berthelot,Lost,GTXBasic,8/8/2017
Bluth Company,Elease Gluck,Won,MGRPFU,4/12/2017
Lexiqvolax,Lajuana Vencill,Won,GTXPlusBasic,3/18/2017
The New York Inquirer,Donn Cantrell,Won,GTXBasic,4/3/2017
,Rosalina Dieter,Lost,GTXBasic,5/11/2017
Inity,Cecily Lampkin,Won,MGRPFS,6/9/2017
Goodsilron,Gladys Colclough,Lost,GTXPro,9/24/2017
,Cecily Lampkin,In_Progress,MGRPFU,10/10/2017
,Rosalina Dieter,In_Progress,MGRPFU,12/28/2016
,Anna Snelling,In_Progress,GTXPlusBasic,6/22/2017
,Markita Hansen,In_Progress,GTK500U,10/8/2017
Rantouch,Violet Mclelland,Won,MGRPFS,7/21/2017
,James Ascencio,Lost,GTXBasic,9/25/2017
,Maureen Marcano,In_Progress,GTXPlusPro,8/24/2017
,Rosalina Dieter,In_Progress,GTXPlusBasic,10/17/2017
Plussunin,Elease Gluck,Won,GTXBasic,9/13/2017
,James Ascencio,Lost,GTXPlusPro,3/29/2017
Vehement Capital Partners,Reed Clapper,In_Progress,GTXBasic,11/28/2017
,Reed Clapper,In_Progress,GTXPro,12/4/2017
,Darcel Schlecht,In_Progress,GTXPlusBasic,6/8/2017
Acme Corporation,Corliss Cosme,Won,GTXBasic,3/10/2017
,Reed Clapper,In_Progress,MGRPFU,5/19/2017
Goodsilron,Jonathan Berthelot,Won,GTXBasic,10/12/2017
,Daniell Hammack,Lost,GTXPro,7/24/2017
,Darcel Schlecht,In_Progress,GTXPlusBasic,8/3/2017
Plussunin,Vicki Laflamme,Won,GTXBasic,8/17/2017
Mathtouch,Maureen Marcano,Won,GTXPlusBasic,8/19/2017
,Kami Bicknell,Lost,GTXPlusPro,7/1/2017
Silis,Zane Levy,Won,GTXPro,6/28/2017
,Lajuana Vencill,In_Progress,MGRPFS,11/22/2017
Zoomit,Corliss Cosme,In_Progress,GTXBasic,11/3/2017
,Cecily Lampkin,In_Progress,GTXBasic,3/7/2017
,Niesha Huffines,In_Progress,GTXPro,10/13/2017
Silis,Marty Freudenburg,Won,GTXPlusBasic,8/9/2017
Hooli,Donn Cantrell,Won,GTXPlusPro,10/21/2017
Soylent Corp,Darcel Schlecht,Won,GTXPro,4/12/2017
Bluth Company,Maureen Marcano,Lost,GTXPlusBasic,8/11/2017
Lexiqvolax,Niesha Huffines,Won,GTXBasic,4/12/2017
Singletechno,Lajuana Vencill,Won,GTXBasic,9/1/2017
,Markita Hansen,In_Progress,MGRPFS,7/31/2017
Scotfind,Darcel Schlecht,Won,GTXPro,4/16/2017
Genco Pura Olive Oil Company,Corliss Cosme,Won,GTXPlusPro,9/3/2017
,Gladys Colclough,In_Progress,GTXPlusBasic,9/18/2017
Vehement Capital Partners,Markita Hansen,Won,GTXBasic,7/29/2017
Conecom,Rosie Papadopoulos,Won,GTXBasic,9/13/2017
Xx-zobam,Darcel Schlecht,Won,MGRPFS,9/29/2017
Zoomit,Niesha Huffines,Won,GTXPlusBasic,3/15/2017
Stanredtax,Vicki Laflamme,Won,GTXPlusPro,8/16/2017
Singletechno,Darcel Schlecht,Won,GTXPro,7/26/2017
,Donn Cantrell,In_Progress,GTXBasic,5/10/2017
Plusstrip,Maureen Marcano,Won,GTXBasic,11/26/2017
,Violet Mclelland,Lost,MGRPFS,9/21/2017
Umbrella Corporation,Zane Levy,Won,GTXPro,7/29/2017
,Jonathan Berthelot,In_Progress,GTXBasic,2/28/2017
,Markita Hansen,In_Progress,MGRPFS,6/25/2017
Faxquote,Darcel Schlecht,Won,GTXBasic,6/4/2017
dambase,Hayden Neloms,Won,MGRPFS,12/12/2017
,Rosie Papadopoulos,In_Progress,GTXPro,9/9/2017
Hooli,Marty Freudenburg,In_Progress,GTXPlusBasic,7/31/2017
Soylent Corp,Darcel Schlecht,Won,GTXBasic,6/7/2017
Konex,Marty Freudenburg,In_Progress,GTXPlusBasic,6/23/2017
,Garret Kinder,In_Progress,GTXBasic,4/11/2017
,Wilburn Farren,Lost,MGRPFU,3/4/2017
Green-Plus,Niesha Huffines,Won,GTXBasic,12/10/2017
Zathunicon,Markita Hansen,Lost,MGRPFU,6/7/2017
Umbrella Corporation,Hayden Neloms,Won,MGRPFS,3/9/2017
,Hayden Neloms,In_Progress,MGRPFU,8/23/2017
,Niesha Huffines,Lost,MGRPFS,2/9/2017
,Gladys Colclough,Lost,MGRPFS,6/2/2017
Zoomit,Darcel Schlecht,Won,GTXPro,12/4/2017
Bioholding,Moses Frase,Won,GTXBasic,5/5/2017
Finhigh,Darcel Schlecht,Won,MGRPFS,10/27/2017
Stanredtax,Vicki Laflamme,In_Progress,GTXPro,9/18/2017
Domzoom,Darcel Schlecht,Won,GTXBasic,11/14/2017
Initech,Marty Freudenburg,Won,GTXBasic,10/20/2017
Doncon,Kami Bicknell,Won,MGRPFS,10/29/2017
Ganjaflex,Marty Freudenburg,Won,MGRPFS,7/16/2017
Fasehatice,Marty Freudenburg,In_Progress,GTXPlusBasic,11/19/2017
,Jonathan Berthelot,In_Progress,GTXPlusBasic,6/21/2017
Plexzap,Violet Mclelland,Won,MGRPFS,7/14/2017
Stanredtax,Gladys Colclough,Lost,GTXPlusBasic,6/8/2017
Cancity,Kami Bicknell,Won,GTXPlusBasic,9/9/2017
Wayne Enterprises,Vicki Laflamme,Won,MGRPFU,9/2/2017
Newex,Reed Clapper,In_Progress,GTXBasic,4/2/2017
Stanredtax,Niesha Huffines,In_Progress,GTXBasic,12/21/2017
,Markita Hansen,In_Progress,GTXBasic,2/8/2017
Silis,Niesha Huffines,Lost,GTXPlusBasic,6/29/2017
Labdrill,Niesha Huffines,Lost,GTXPlusBasic,4/15/2017
,Lajuana Vencill,Lost,MGRPFU,2/16/2017
,Gladys Colclough,In_Progress,GTXPlusBasic,6/1/2017
,Darcel Schlecht,Lost,GTXPlusBasic,9/3/2017
,Maureen Marcano,In_Progress,MGRPFS,7/31/2017
Domzoom,Anna Snelling,Lost,MGRPFS,6/4/2017
,Kami Bicknell,In_Progress,GTXPlusPro,12/11/2017
Cancity,James Ascencio,Won,GTXPlusPro,4/27/2017
Bioplex,Darcel Schlecht,Won,GTXPro,9/20/2017
Goodsilron,Versie Hillebrand,Won,GTXPlusPro,6/19/2017
Zotware,Kami Bicknell,Won,MGRPFU,1/20/2017
Plussunin,James Ascencio,In_Progress,GTXPlusPro,12/17/2017
Plusstrip,Maureen Marcano,Lost,GTXPlusBasic,8/5/2017
Newex,Rosie Papadopoulos,Won,GTXBasic,5/16/2017
Blackzim,Cassey Cress,Won,GTXPro,8/10/2017
Cancity,Hayden Neloms,Won,GTXPlusBasic,8/22/2017
,Markita Hansen,In_Progress,MGRPFU,12/12/2016
Bioplex,Niesha Huffines,Lost,GTXBasic,6/15/2017
,Maureen Marcano,In_Progress,MGRPFS,11/24/2017
Gogozoom,Zane Levy,Won,GTXPlusPro,12/19/2017
Xx-zobam,Darcel Schlecht,Won,GTXPlusBasic,10/4/2017
,Gladys Colclough,In_Progress,MGRPFS,9/25/2017
Fasehatice,Donn Cantrell,Won,GTXPro,5/14/2017
,Rosalina Dieter,In_Progress,GTK500U,12/27/2017
Krusty Krab,Hayden Neloms,Won,GTXPlusBasic,7/7/2017
Umbrella Corporation,Zane Levy,Won,MGRPFU,3/18/2017
,Kary Hendrixson,Lost,GTXPlusBasic,3/9/2017
Duff Beer,Gladys Colclough,Won,GTXBasic,6/12/2017
,Niesha Huffines,In_Progress,GTXPlusBasic,10/4/2017
Goodsilron,Cecily Lampkin,Won,MGRPFU,10/10/2017
Dalttechnology,Boris Faz,Won,GTXBasic,5/11/2017
Initech,Niesha Huffines,Won,GTXPlusBasic,10/27/2017
Dalttechnology,Violet Mclelland,Lost,MGRPFS,6/25/2017
,Daniell Hammack,In_Progress,GTXBasic,6/6/2017
Acme Corporation,Donn Cantrell,Won,GTXPro,2/5/2017
,Rosie Papadopoulos,Lost,GTXBasic,8/9/2017
,Vicki Laflamme,In_Progress,MGRPFS,7/31/2017
,Maureen Marcano,In_Progress,GTXPlusBasic,4/16/2017
Treequote,Kami Bicknell,Won,GTXBasic,5/1/2017
Conecom,Corliss Cosme,Won,GTXBasic,6/16/2017
Stanredtax,Darcel Schlecht,Won,GTXPlusBasic,3/17/2017
,Donn Cantrell,Lost,GTXPlusPro,9/7/2017
Plusstrip,Maureen Marcano,Won,MGRPFS,6/1/2017
Plussunin,Kami Bicknell,In_Progress,GTXBasic,5/8/2017
Zotware,Vicki Laflamme,Won,MGRPFS,7/7/2017
Doncon,Cassey Cress,In_Progress,GTXPlusBasic,12/16/2017
Rundofase,Maureen Marcano,Won,MGRPFS,9/29/2017
Initech,Jonathan Berthelot,Won,GTXPro,6/2/2017
Konex,Wilburn Farren,Won,MGRPFU,11/28/2017
,James Ascencio,In_Progress,GTXPlusPro,11/23/2017
Bioholding,Reed Clapper,In_Progress,GTXPro,8/13/2017
,Kary Hendrixson,In_Progress,GTXPlusBasic,8/22/2017
Plusstrip,Kami Bicknell,Won,GTXBasic,6/19/2017
,Marty Freudenburg,Lost,GTXPlusBasic,3/9/2017
Green-Plus,Cecily Lampkin,Won,GTXPlusPro,7/4/2017
Zoomit,Versie Hillebrand,In_Progress,MGRPFU,7/29/2017
Dalttechnology,Rosalina Dieter,Won,MGRPFS,9/17/2017
Goodsilron,Darcel Schlecht,Won,GTXBasic,9/4/2017
Bluth Company,Markita Hansen,Won,MGRPFU,5/26/2017
,Niesha Huffines,In_Progress,GTXPlusBasic,12/14/2017
,Donn Cantrell,In_Progress,MGRPFU,2/23/2017
Golddex,Gladys Colclough,Won,MGRPFS,2/23/2017
,Reed Clapper,In_Progress,GTXPlusBasic,11/20/2017
Ollivander's Wand Shop,Darcel Schlecht,Won,GTXBasic,12/13/2017
Finhigh,Darcel Schlecht,Won,GTXPro,9/9/2017
Silis,Zane Levy,Won,GTXPro,10/4/2017
Kan-code,Moses Frase,Won,MGRPFU,11/15/2017
Rundofase,Zane Levy,Won,GTXPlusBasic,6/18/2017
,Daniell Hammack,Lost,MGRPFS,10/9/2017
,Marty Freudenburg,In_Progress,GTXPlusBasic,9/17/2017
Sonron,Elease Gluck,Won,MGRPFU,6/29/2017
Opentech,Donn Cantrell,Won,GTXBasic,7/31/2017
Cyberdyne Systems,Moses Frase,Lost,GTXPlusBasic,3/24/2017
,Boris Faz,Lost,GTXPro,5/5/2017
,Cassey Cress,Lost,GTXBasic,5/9/2017
,Jonathan Berthelot,In_Progress,GTXBasic,6/26/2017
Plexzap,Rosie Papadopoulos,Won,MGRPFS,12/17/2017
,Maureen Marcano,Lost,GTXBasic,6/27/2017
,Jonathan Berthelot,In_Progress,GTXPlusBasic,9/14/2017
,Kary Hendrixson,In_Progress,GTXPlusPro,10/5/2017
Plusstrip,Markita Hansen,Won,MGRPFU,7/28/2017
,Lajuana Vencill,Lost,MGRPFU,4/26/2017
Rundofase,Kami Bicknell,Won,MGRPFU,5/2/2017
Xx-zobam,Jonathan Berthelot,In_Progress,GTXPlusBasic,12/27/2017
Zathunicon,Markita Hansen,Won,GTXBasic,8/24/2017
Zoomit,Versie Hillebrand,Won,GTXPro,7/3/2017
,Gladys Colclough,In_Progress,GTXPro,5/1/2017
Conecom,Boris Faz,Won,GTXPlusBasic,5/15/2017
Silis,Gladys Colclough,Won,GTXBasic,10/6/2017
,Rosalina Dieter,Lost,MGRPFU,7/25/2017
,Zane Levy,In_Progress,GTXPro,7/8/2017
,Zane Levy,In_Progress,GTXBasic,11/20/2017
,Vicki Laflamme,Lost,MGRPFU,8/11/2017
Domzoom,Darcel Schlecht,Lost,GTXPro,5/1/2017
,Violet Mclelland,In_Progress,MGRPFS,12/5/2017
Acme Corporation,Violet Mclelland,Won,MGRPFU,9/30/2017
,Anna Snelling,Lost,GTXPlusPro,2/9/2017
,Jonathan Berthelot,In_Progress,MGRPFS,8/11/2017
Donquadtech,Kary Hendrixson,Lost,MGRPFS,12/19/2017
,Lajuana Vencill,In_Progress,GTXPro,1/23/2017
,Lajuana Vencill,Lost,MGRPFU,7/22/2017
Cancity,Kary Hendrixson,Won,GTXBasic,8/4/2017
Umbrella Corporation,Maureen Marcano,Won,GTXPro,9/6/2017
Domzoom,Darcel Schlecht,Won,GTXPlusPro,7/15/2017
Inity,Boris Faz,In_Progress,GTXPro,5/2/2017
Doncon,Markita Hansen,Won,GTXPro,9/19/2017
Opentech,Cassey Cress,Won,GTXPro,4/20/2017
Groovestreet,Versie Hillebrand,Lost,MGRPFS,3/30/2017
Bluth Company,Markita Hansen,Won,GTXBasic,9/1/2017
Iselectrics,Hayden Neloms,Won,GTXPlusBasic,6/12/2017
Olivia Pope & Associates,Moses Frase,Won,MGRPFU,7/19/2017
Plusstrip,Elease Gluck,Won,MGRPFU,7/25/2017
,Corliss Cosme,Lost,GTXPlusPro,7/27/2017
Stanredtax,Wilburn Farren,Won,GTXBasic,9/7/2017
Funholding,Garret Kinder,Won,GTXBasic,8/25/2017
Newex,Markita Hansen,Won,GTK500U,10/30/2017
Green-Plus,Versie Hillebrand,Won,GTXPro,4/19/2017
Silis,Marty Freudenburg,Won,GTXPlusBasic,6/10/2017
Kan-code,Darcel Schlecht,Won,GTXBasic,7/19/2017
,Anna Snelling,Lost,GTXPlusPro,5/28/2017
Kinnamplus,Versie Hillebrand,Won,GTXPlusPro,5/24/2017
Bioholding,Marty Freudenburg,Won,MGRPFS,6/10/2017
